company,job_title,location,job_type,experience_level,salary,requirment_of_the_company,facilities,role
Trainline,Data Scientist,"London, United Kingdom",Full Time,Executive-level,90000.0,"Athena,AWS,Clustering,Deep Learning,Engineering,Machine Learning","Career development,Flex hours,Startup environment,,",data scientist
Western Digital,Summer 2023 Data Engineering Intern,"San Jose, CA, United States",Internship,Entry-level,,"Computer Science,Data pipelines,Engineering,Machine Learning,Mathematics,Matlab","Career development,Competitive pay,Equity,Flex vacation,Health care",data engineer
AUTO1 Group,Data Engineer (f/m/x),"Berlin, Germany",Full Time,Entry-level,59000.0,"Airflow,AWS,Azure,CI/CD,CX,Data pipelines","Career development,Competitive pay,Conferences,Startup environment,",data engineer
Talan,Data Engineer (H/F),"Nantes, France",Full Time,Senior-level,115000.0,"Agile,Ansible,Architecture,AWS,Azure,Big Data",",,,,",data engineer
Publicis Groupe,Data Analyst,"Pyrmont, Australia",Full Time,Entry-level,42000.0,"APIs,Banking,Python,SQL,,","Career development,Flex hours,Health care,Parental leave,Salary bonus",data analyst
METRO/MAKRO,Pricing Data Analyst,"Madrid, Spain",Full Time,Mid-level,62000.0,"BigQuery,Data pipelines,Data visualization,ELT,Engineering,ETL",",,,,",data analyst
Allegro,"Data Analyst (Trust, Safety & CX Automation Products)","Warszawa, Poznan, Poland",Full Time,,75000.0,"CX,Data analysis,Data visualization,GCP,Git,Google Cloud","Career development,Gear,Health care,Lunch / meals,Salary bonus",data analyst
Block,Behavioral Insights Fraud Data Analyst,"Atlanta, GA, United States",Full Time,Senior-level,85000.0,"Banking,Blockchain,Computer Science,Crypto,Data analysis,Data visualization","Career development,Equity,Health care,Insurance,Parental leave",data analyst
Ubisoft,Data Scientist Assistant  Stage Juillet 2023 (F/H/NB),"Saint-Mandé, France",Full Time,Entry-level,,"Clustering,NLP,Pandas,Python,SQL,",",,,,",data scientist
Talan,Consultant BI / Azure Data Engineer H/F,"Paris, France",Full Time,Senior-level,62000.0,"Agile,Architecture,Azure,Big Data,Blockchain,CI/CD",",,,,",data engineer
Bertoni Solutions,Snowflake DBT Data Engineer - Remote Job.,"San Francisco, California, United States",Full Time,Senior-level,115000.0,"Athena,AWS,BigQuery,DynamoDB,FiveTran,Git",",,,,",data engineer
CleverConnect,Data Engineer / Data Analyst - Stage de fin d'études - Paris 2e (H/F),"Paris, France",Full Time,Entry-level,42000.0,"Agile,Architecture,AWS,BigQuery,Dataflow,Data visualization","Career development,Yoga,,,",data analyst
Pipedrive,Product Data Analyst,Prague,Full Time,,56000.0,"A/B testing,Data analysis,Power BI,Python,R,R&D","Career development,Competitive pay,Equity,Flex hours,Flex vacation",data analyst
Méthode Srl,Microsoft Data Analyst,"San Vendemiano, IT",Full Time,Mid-level,62000.0,"Azure,Business Intelligence,Computer Science,Data analysis,Data management,ETL","Flex hours,,,,",data analyst
EX2 Outcoding,Data Engineer Scientist,Peru - Remote,Full Time,Mid-level,73000.0,"Computer Science,Data Mining,Engineering,Python,SQL,Statistics",",,,,",data engineer
Playvalve,Senior Data Analyst,"Barcelona, ES - Remote",Full Time,Senior-level,92000.0,"A/B testing,Clustering,Data analysis,Data Analytics,Data pipelines,Data quality","Career development,Competitive pay,Flex hours,Health care,",data analyst
Kaizen Analytix,Data Science Manager,"Dallas, TX - Remote",Full Time,Mid-level,144000.0,"Agile,Business Analytics,Computer Science,Data Mining,Data visualization,Econometrics","Career development,Conferences,Team events,,",data scientist
AVIV Group,Data Modeler,"Brussels, Germany",Full Time,Senior-level,62000.0,"Architecture,Data governance,Data management,Engineering,KPIs,Privacy",",,,,",other
Deutsche Telekom IT Solutions,Team Leader - Data Engineering (REF462H),"Budapest, Hungary",Full Time,Senior-level,115000.0,"Agile,Consulting,Engineering,Security,,","Team events,,,,",data engineer
Motius,Senior Data Engineer (m/f/d),"Stuttgart, DE",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Azure,Big Data,Chatbots","Career development,Flex hours,Startup environment,Team events,",data engineer
Evident Insights,Data Scientist,"London, GB",Full Time,Executive-level,90000.0,"APIs,AWS,Engineering,GCP,Machine Learning,NLP","Career development,,,,",data scientist
Kaizen Analytix,Senior Cloud Data Engineer,"Atlanta, GA",Full Time,Senior-level,69000.0,"Agile,Architecture,AWS,Azure,Big Data,Cassandra","Team events,,,,",data engineer
Wolfe,Senior Data Scientist,"Pittsburgh, PA - Remote",Full Time,Senior-level,,"Computer Science,Data Mining,E-commerce,Engineering,Machine Learning,Mathematics","Career development,Health care,Startup environment,Team events,",data scientist
Visa,"Graduate - Data Science, Visa Consulting & Analyst, AuNZSP","Sydney, Australia",Full Time,Entry-level,35000.0,"Agile,Airflow,Big Data,Bitbucket,Clustering,Computer Science","Career development,Flex hours,Startup environment,,",data scientist
Sylvera,Data Analyst - Ratings Ops,"Belgrade, Serbia",Full Time,Senior-level,92000.0,"Data pipelines,Excel,Finance,JavaScript,Looker,Pipelines","Equity,Health care,Parental leave,Startup environment,",data analyst
Precision for Medicine,Data Management Specialist,"Winston-Salem, North Carolina, United States",Full Time,Mid-level,56000.0,"Data governance,Data management,KPIs,Privacy,,",",,,,",other
Bitpanda,Senior Data Engineer,"Vienna, Vienna, Austria",Full Time,Senior-level,115000.0,"APIs,Architecture,AWS,Crypto,Data pipelines,ELT","Career development,Competitive pay,Equity,Startup environment,Team events",data engineer
SCB Tech X Company Limited,Data Science Product Owner,"Bangkok, TH",Full Time,Mid-level,45000.0,"Agile,AWS,Azure,Big Data,Business Intelligence,Computer Science","Career development,,,,",data scientist
Fivesky,Data Specialist - Governance,"Budapest, HUN",Full Time,Senior-level,70000.0,"Data management,Data quality,Data visualization,Excel,Python,Security","Competitive pay,Flex vacation,,,",other
6point6,Data Analyst,"London, United Kingdom",Full Time,,75000.0,"Agile,Architecture,Big Data,Data analysis,Engineering,ETL","Career development,Competitive pay,Equity,Flex hours,Health care",data analyst
Etsy,"Staff Product Manager, Data Pipelines","Brooklyn, NY, United States",Full Time,Senior-level,172000.0,"BigQuery,Dataflow,Data pipelines,Data warehouse,Machine Learning,Pipelines","Career development,Competitive pay,Equity,Salary bonus,",other
KMS Technology,Data Engineering Lead/Data Architect,"Ho Chi Minh, Vietnam",Full Time,Senior-level,135000.0,"Agile,AWS,Data strategy,Data Warehousing,Engineering,ETL","Career development,Conferences,Flex hours,Health care,Medical leave",data engineer
Deezer,Data Engineer Intern m/f/d - Industry Team,"Paris, France",Internship,Entry-level,,"APIs,Big Data,BigQuery,Data pipelines,Engineering,GCP","Career development,Startup environment,,,",data engineer
Méthode Srl,SAP Data Analyst,"San Vendemiano, IT",Full Time,Mid-level,62000.0,"Business Intelligence,Computer Science,Data analysis,Oracle,SQL,","Flex hours,,,,",data analyst
Sia Partners,SiaXperience Web Data Analyst,"San Francisco, CA, United States",Full Time,Senior-level,,"Consulting,Consulting firm,Data visualization,Power BI,SQL,Tableau","Career development,Cell phone stipend,Equity,Fitness / gym,Flex hours",data analyst
Truelogic Software,Sr Data Engineer (AWS) - Education Technology (ID: 1451),"Remote, anywhere in LATAM",Full Time,Senior-level,115000.0,"AWS,Data analysis,Data pipelines,Data warehouse,DevOps,Engineering",",,,,",data engineer
Bosch Group,Data Engineer (M/F/D),"Aveiro, Portugal",Full Time,Senior-level,115000.0,"Architecture,Azure,Computer Science,Data Analytics,Databricks,Engineering","Career development,Flex hours,,,",data engineer
Motius,Freelancer (m/f/d) Data Engineering - Join our Tech Community,"Munich, DE",Full Time,Senior-level,115000.0,"Agile,Architecture,Big Data,Chatbots,Data pipelines,Drones","Flex hours,,Freelance,,",data engineer
Amazon.com,"Senior Business Analyst, Tax Data Management Solutions","London, England, GBR",Full Time,Senior-level,62000.0,"APIs,Data management,Data visualization,Economics,Engineering,Excel","Career development,Startup environment,,,",other
Databricks,Data Operations Manager,"Heredia, Costa Rica",Full Time,,63000.0,"Databricks,DataOps,Engineering,Excel,Jira,MLFlow",",,,,",other
FREE NOW,Product Data Analyst (m/f/d) - Hamburg,Hamburg,Full Time,Senior-level,92000.0,"Computer Science,Economics,Engineering,Mathematics,Python,QlikView","Career development,Fitness / gym,Flex hours,,",data analyst
Oura Health Ltd,Data Engineer (San Francisco),"San Francisco, California, United States - Remote",Full Time,Mid-level,161000.0,"AWS,Computer Science,Data pipelines,Engineering,Industrial,Mathematics","Career development,Competitive pay,Equity,Fertility benefits,Flex hours",data engineer
SCB Tech X Company Limited,Data Science - Data Engineer,"Bangkok, TH",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Azure,Big Data,Business Intelligence",",,,,",data scientist
Adtalem Global Education,Senior Data Engineer,"Remote, REMOTE, United States",Full Time,Senior-level,68000.0,"Airflow,APIs,BigQuery,CI/CD,Computer Science,Data governance","401(k) matching,Career development,Flex hours,Flex vacation,Health care",data engineer
Méthode Srl,Qlik Senior Data Analyst,"San Vendemiano, IT",Full Time,Senior-level,92000.0,"Business Intelligence,Computer Science,Data analysis,Oracle,Qlik,QlikView","Flex hours,,,,",data analyst
AUTO1 Group,Junior Data Engineer (f/m/x),"Berlin, Germany",Full Time,Entry-level,59000.0,"CX,Data pipelines,Excel,Git,Jupyter,Pipelines","Career development,Competitive pay,Conferences,Startup environment,",data engineer
Trailmix,Marketing Data Analyst,"London, GB",Full Time,Entry-level,39000.0,"KPIs,Market research,Research,SQL,Statistics,","Equity,Flex hours,Team events,,",data analyst
dentsu international,Modelling / Data Science - Manager- Analyst,"Bengaluru, India",Full Time,Senior-level,55000.0,"Banking,Computer Science,Consulting,CX,Data visualization,Machine Learning",",,,,",data scientist
Allegro,Data Analyst (Advertising),"Warszawa, Poland",Full Time,Senior-level,92000.0,"Airflow,Big Data,Consulting,Data Studio,E-commerce,GCP",",,,,",data analyst
Silverline,Jitterbit Data Integration Architect,United States and Canada,Full Time,Senior-level,90000.0,"Agile,APIs,Architecture,Consulting,Data quality,Data warehouse","Career development,Insurance,Salary bonus,Transparency,",other
GrowUp Farms,Lead Data Engineer,"London, England, United Kingdom",Full Time,Mid-level,103000.0,"Architecture,Engineering,ETL,Feature engineering,Finance,Machine Learning","Career development,Competitive pay,Health care,Parental leave,Salary bonus",data engineer
Checkout.com,Data Scientist,"London, United Kingdom",Full Time,Senior-level,129000.0,"AWS,Azure,Computer Science,Docker,Engineering,FinTech","Career development,Flex hours,Flex vacation,,",data scientist
ShopriteX,Data Scientist III,"Brackenfell, Cape Town, ZA",Full Time,Senior-level,129000.0,"Agile,Business Analytics,Computer Science,Data Mining,Deep Learning,Excel",",,,,",data scientist
Balsam Brands,"Manager, Data Engineering","Boise, ID, United States",Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Computer Science,Data governance,Data warehouse","401(k) matching,Career development,Competitive pay,Fitness / gym,Flex vacation",data engineer
Moloco,"Senior Data Scientist, Growth Analyst","Seattle, Washington, United States",Full Time,Senior-level,142000.0,"Computer Science,Data analysis,Data Analytics,Engineering,GCP,Google Cloud","Career development,Competitive pay,Flex hours,Flex vacation,Gear",data scientist
Viamo,Staff / Senior Machine Learning/Data Engineer,Remote Worldwide,Full Time,Senior-level,115000.0,"Agile,Ansible,AWS,BigQuery,Bitbucket,Chatbots","Career development,Flex hours,Flex vacation,Health care,Unlimited paid time off",data engineer
Standard Bank Group,"80389998 - Engineer, Data","Johannesburg, South Africa",Full Time,Entry-level,30000.0,"Agile,Architecture,Big Data,Data management,Data quality,DevOps","Startup environment,,,,",other
Kaizen Analytix,Principal Data Scientist,"Atlanta, GA - Remote",Full Time,Senior-level,155000.0,"Agile,Business Analytics,Computer Science,Data Mining,Data visualization,Econometrics","Career development,Conferences,Team events,,",data scientist
lastminute.com,Growth Data Analyst,"Chiasso, Switzerland",Full Time,Entry-level,42000.0,"Business Intelligence,E-commerce,Economics,Excel,Mathematics,Python","Career development,Flex hours,Flex vacation,Parental leave,Snacks / Drinks",data analyst
Rokt,Senior Data Analyst,"Sydney, New South Wales, Australia",Full Time,Mid-level,142000.0,"A/B testing,Big Data,Data Mining,E-commerce,Engineering,ETL","Career development,Equity,Fitness / gym,Health care,Home office stipend",data analyst
Xplor,Data Reporting Engineer,"St. Louis, MO, United States",Full Time,Senior-level,,"Agile,Business Intelligence,Computer Science,Data analysis,Data Warehousing,Engineering","Career development,Flex hours,Flex vacation,Health care,Insurance",other
Experian,Data Engineer Specialist,"São Paulo, Brazil",Full Time,Entry-level,59000.0,"Airflow,APIs,Athena,AWS,Cassandra,CI/CD",",,,,",data engineer
Motius,Senior Solution Architect (m/f/d) - Data Engineering,"Stuttgart, DE",Full Time,Senior-level,115000.0,"Airflow,Big Data,Chatbots,Computer Science,DevOps,Engineering","Career development,,,,",data engineer
Experian,"Sr. Data Developer (Remote), Experian Consumer Services","Costa Mesa, CA, United States",Full Time,Senior-level,62000.0,"AWS,Business Intelligence,Data analysis,Data management,Data quality,Data Warehousing","401(k) matching,Career development,Competitive pay,Equity,Flex hours",data engineer
SGS,Master or PhD Biomedical Sciences - Data Manager Clinical Trials,"Mechelen, Belgium",Full Time,Entry-level,77000.0,"PhD,Testing,,,,","Team events,,,,",data manager
ServiceNow,Staff DevOps Engineer - Big Data - Federal,"Santa Clara, California, United States",Full Time,Senior-level,152000.0,"Ansible,AWS,Azure,Big Data,CI/CD,Data Analytics","401(k) matching,Career development,Competitive pay,Equity,Flex hours",big data engineer
Farfetch,Data Infrastructure Product Manager,"IN Delhi, India, Delhi NCR",Full Time,Senior-level,55000.0,"Agile,Engineering,Research,Security,,","Equity,Flex hours,Health care,Insurance,",other
Méthode Srl,Qlik Senior Data Analyst (Full Remote),Italy - Remote,Full Time,Senior-level,92000.0,"Business Intelligence,Computer Science,Data analysis,Oracle,Qlik,QlikView","Flex hours,,,,",data analyst
NielsenIQ,Senior Engineer (Data Engineer),"Pune, India",Full Time,Senior-level,115000.0,"Agile,APIs,Architecture,Azure,Bitbucket,Business Intelligence","Career development,Flex hours,Wellness,,",data engineer
Méthode Srl,SAP Senior Data Analyst (Full Remote),Italy - Remote,Full Time,Senior-level,92000.0,"Business Intelligence,Computer Science,Data analysis,Oracle,SQL,","Flex hours,,,,",data analyst
Whatnot,Senior Data Scientist,Remote - North America,Full Time,Senior-level,129000.0,"Athena,Big Data,BigQuery,Business Intelligence,Data analysis,Data Analytics","Career development,Cell phone stipend,Competitive pay,Equity,Fertility benefits",data scientist
Méthode Srl,Data Scientist,"San Vendemiano, IT",Full Time,Mid-level,55000.0,"Business Intelligence,Classification,Clustering,Computer Science,Engineering,Excel","Flex hours,,,,",data scientist
Precision Medicine Group,Data Management Specialist,"Winston-Salem, NC, USA",Full Time,Mid-level,56000.0,"Data governance,Data management,KPIs,Privacy,,",",,,,",other
Trailmix,Senior Game Data Analyst,"London, GB",Full Time,Senior-level,92000.0,"Data analysis,KPIs,Looker,Python,R,SQL","Equity,Flex hours,Salary bonus,Startup environment,Team events",data analyst
Méthode Srl,Qlik Data Analyst,"San Vendemiano, IT",Full Time,,75000.0,"Business Intelligence,Computer Science,Data analysis,Oracle,Qlik,QlikView","Flex hours,,,,",data analyst
Natera,"Associate Director, Laboratory Data Management and Programming",Remote,Full Time,Mid-level,140000.0,"Data management,Data visualization,Excel,Genetics,Power BI,Privacy","Career development,Competitive pay,Fertility benefits,Health care,Medical leave",other
Uniphore,Enterprise Data Architect,Bengaluru/ Chennai/ Pune,Full Time,Senior-level,55000.0,"Architecture,Azure,Banking,Computer Science,Conversational AI,Data management","Career development,,,,",data architect
Méthode Srl,SAP Data Engineer,"San Vendemiano, IT",Full Time,Mid-level,73000.0,"Business Intelligence,Computer Science,Data analysis,ETL,MS SQL,Oracle","Flex hours,,,,",data engineer
Deutsche Telekom IT Solutions,Data engineer,"countrywide, Hungary",Full Time,Entry-level,59000.0,"Agile,CI/CD,Computer Science,CX,Data analysis,Data Analytics",",,,,",data engineer
Vianai Systems,Data Scientist - Germany,"Heidelberg, DE",Full Time,Senior-level,129000.0,"Agile,Business Intelligence,Computer Science,Data Mining,Data warehouse,Deep Learning","Career development,,,,",data scientist
lastminute.com,AB-Testing Data Analyst,"Chiasso, Switzerland",Full Time,Entry-level,42000.0,"Business Intelligence,E-commerce,Engineering,Excel,KPIs,Machine Learning","Career development,Flex hours,Flex vacation,Parental leave,Snacks / Drinks",data analyst
METRO/MAKRO,Expert/Data Analyst (m/f/d) Customer Relationship Management (CRM),"Düsseldorf, Germany",Full Time,Senior-level,92000.0,"Data analysis,Data management,Excel,Power BI,Predictive modeling,Privacy","Career development,Startup environment,Team events,,",data analyst
FREE NOW,Product Data Analyst (m/f/d) - Barcelona,Barcelona,Full Time,Senior-level,92000.0,"Computer Science,Economics,Engineering,Mathematics,Python,QlikView","Career development,Fitness / gym,Flex hours,,",data analyst
Méthode Srl,Microsoft Senior Data Analyst,"San Vendemiano, IT",Full Time,Senior-level,92000.0,"Azure,Business Intelligence,Computer Science,Data analysis,Data management,ETL","Flex hours,,,,",data analyst
SCB Tech X Company Limited,Data Scientist,"Bangkok, TH",Full Time,,90000.0,"AWS,Azure,Big Data,Business Intelligence,CI/CD,Computer Science","Career development,,,,",data scientist
Méthode Srl,SAP Senior Data Analyst,"San Vendemiano, IT",Full Time,Senior-level,92000.0,"Business Intelligence,Computer Science,Data analysis,Oracle,SQL,","Flex hours,,,,",data analyst
carsales,Data Analyst,"Melbourne, Australia",Full Time,Entry-level,42000.0,"BigQuery,Data Analytics,Data pipelines,Pipelines,Python,Redshift","Equity,Flex hours,Flex vacation,Parental leave,",data analyst
ShopriteX,Digital Commerce: Senior Supply Chain Data Scientist (Sixty60),"Brackenfell, Cape Town, ZA",Full Time,Senior-level,129000.0,"Agile,Business Analytics,Computer Science,Data Mining,Data visualization,E-commerce",",,,,",data scientist
Samsara,Data Engineer,Remote - US,Full Time,Senior-level,132000.0,"Agile,Architecture,BigQuery,CX,Databricks,Data pipelines","Career development,Flex hours,Health care,Home office stipend,Salary bonus",data engineer
ShopriteX,Data Analyst (Jnr / Mid / Snr or Lead),"Brackenfell, Cape Town, ZA",Full Time,Mid-level,62000.0,"Agile,AWS,Big Data,Business Intelligence,Clustering,Computer Science","Career development,Team events,,,",data analyst
Méthode Srl,SAP Senior Data Engineer,"San Vendemiano, IT",Full Time,Senior-level,115000.0,"Business Intelligence,Computer Science,Data analysis,ETL,MS SQL,Oracle","Flex hours,,,,",data engineer
Publicis Groupe,"Data Strategy Manager (CRM & Loyalty, Consumer Experience, eCommerce)","Qu?n 4, Vietnam",Full Time,,50000.0,"Consulting,Data strategy,E-commerce,Engineering,,",",,,,",other
Baresquare,Graduate Data Analyst,"Thessaloniki, Central Macedonia, Greece",Full Time,Entry-level,42000.0,"Data Analytics,Data Studio,Economics,Excel,Mathematics,","Fitness / gym,Startup environment,Team events,,",data analyst
Mindvalley,Senior Data Analyst,European Union,Full Time,Senior-level,92000.0,"AWS,Azure,Business Intelligence,Computer Science,Data Analytics,Data quality","Career development,,,,",data analyst
Brightspeed,"Senior Data Engineer, Operations","Charlotte, NC, United States",Full Time,Senior-level,115000.0,"Agile,CX,ELT,ETL,GCP,Privacy","Competitive pay,Equity,Health care,Salary bonus,Wellness",data engineer
Databricks,Senior Data Engineer,"Heredia, Costa Rica",Full Time,Senior-level,115000.0,"APIs,Architecture,Big Data,Business Analytics,Business Intelligence,Data analysis",",,,,",data engineer
Playvalve,Senior Data Scientist,"Barcelona, ES - Remote",Full Time,Senior-level,129000.0,"AWS,Azure,Data strategy,Data visualization,Deep Learning,GCP","Career development,Competitive pay,Flex hours,,",data scientist
Motius,Senior Project Manager & Product Owner (m/f/d) - Data Engineering,"Stuttgart, DE",Full Time,Senior-level,115000.0,"Airflow,Big Data,Chatbots,Computer Science,DevOps,Engineering","Career development,,,,",data engineer
CI&T,"[Job  10464] Data Scientist Master, Brazil",Brazil,Full Time,Senior-level,129000.0,"Big Data,Causal inference,Data Mining,ETL,Machine Learning,Power BI",",,,,",data scientist
Vianai Systems,Data Scientist,"Palo Alto, CA - Remote",Full Time,Senior-level,129000.0,"Agile,Business Intelligence,Computer Science,Data Mining,Data warehouse,Deep Learning","Career development,,,,",data scientist
Playvalve,Senior Data Engineer,"Barcelona, ES - Remote",Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Data pipelines,Data quality,Data strategy","Career development,Competitive pay,Flex hours,,",data engineer
Farfetch,Junior Data Engineer,"PT Porto, Portugal",Full Time,Entry-level,59000.0,"Airflow,Architecture,AWS,Azure,CX,Data pipelines",",,,,",data engineer
C. Hoare & Co.,Data Quality Analyst - 12 month FTC,"London, England, United Kingdom",Full Time,Mid-level,51000.0,"Architecture,Data governance,Data management,Data quality,Power BI,Python","Flex hours,Health care,Insurance,Medical leave,Team events",other
iTech Media,Commercial Data Analyst,London or Remote UK,Full Time,Senior-level,92000.0,"APIs,Data analysis,Data governance,Data quality,Engineering,Finance","Career development,Competitive pay,Equity,Flex hours,Parental leave",data analyst
FREE NOW,Product Data Analyst (m/f/d) - Berlin,Berlin,Full Time,Senior-level,92000.0,"Computer Science,Economics,Engineering,Mathematics,Python,QlikView","Career development,Fitness / gym,Flex hours,,",data analyst
Amazon.com,"Data Engineer (Level 5), Global Analyst and Insights (GAIN)","Austin, Texas, USA",Full Time,Senior-level,115000.0,"Architecture,Athena,AWS,Azure,Big Data,Business Intelligence","Career development,Team events,,,",data engineer
Publicis Groupe,Data Engineer,"Chicago, IL, United States",Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Big Data,Cassandra,Computer Science","Career development,Competitive pay,Health care,,",data engineer
Block,"Senior Data Scientist, Commerce Platform - Inventory","Hartford, CT, United States",Full Time,Senior-level,129000.0,"Architecture,Banking,Blockchain,Clustering,Crypto,Data strategy","Career development,Equity,Health care,Home office stipend,Insurance",data scientist
Clarkston Consulting,Senior Data Engineer,"Austin, Texas, United States",Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Azure,Big Data,Computer Science","Career development,Health care,Insurance,Medical leave,Parental leave",data engineer
PSI CRO,Data Manager,"Remote, REMOTE, United States",Full Time,Senior-level,77000.0,"Data management,Testing,,,,",",,,,",data manager
Our Future Health,Data Manager - Airlock (18 month FTC),"London, England, United Kingdom",Full Time,Mid-level,55000.0,"Consulting,Genetics,ISO 27001,Privacy,R,Research","Career development,Flex hours,Health care,Medical leave,",data manager
Adevinta,Data Scientist - Stagiaire,"Paris, France",Full Time,Entry-level,39000.0,"AWS,Deep Learning,Docker,Kubeflow,Kubernetes,Machine Learning","Flex hours,Team events,,,",data scientist
CI&T,"[Job 10455] Data Developer Senior, Brazil",Brazil,Full Time,Senior-level,55000.0,"Azure,Databricks,ELT,ETL,MLFlow,MLOps",",,,,",data engineer
OZ,"Machine Learning Engineer, Data Analyst & AI","Fort Lauderdale, Florida, United States",Full Time,Mid-level,74000.0,"Agile,Azure,CI/CD,Computer Science,Consulting,Data Analytics","401(k) matching,Career development,Competitive pay,Health care,Medical leave",data analyst
Striveworks,Data Scientist,Remote,Full Time,Senior-level,129000.0,"Angular,APIs,Architecture,CI/CD,Computer Science,Data Analytics","Career development,Equity,Flex hours,Flex vacation,Health care",data scientist
Brightspeed,"Senior Data Engineer, Customer Data Platform","Charlotte, NC, United States",Full Time,Senior-level,115000.0,"Agile,CX,Data warehouse,ELT,ETL,GCP","Competitive pay,Equity,Health care,Salary bonus,Wellness",data engineer
Peloton,"Manager, Apparel Data Analyst & CRM",New York City,Full Time,Senior-level,138000.0,"A/B testing,Consulting,CX,Data Analytics,E-commerce,Excel","401(k) matching,Competitive pay,Equity,Fertility benefits,Fitness / gym",data analyst
ExpressVPN,Data Engineering Lead,Singapore,Full Time,Senior-level,115000.0,"Airflow,AWS,Business Intelligence,CI/CD,Engineering,ETL","Career development,Health care,Startup environment,,",data engineer
84.51°,Data Scientist - Media Insights (P3459).,California,Full Time,Mid-level,79000.0,"Azure,Data visualization,Economics,Market research,Mathematics,Power BI","Career development,Competitive pay,Equity,Health care,Medical leave",data scientist
CloudZero,Senior Backend Engineer - Core Data Team,"Boston, Massachusetts, United States - Remote",Full Time,Mid-level,51000.0,"APIs,Architecture,AWS,Engineering,Kanban,Python","Career development,Competitive pay,Equity,Flex hours,Flex vacation",other
Collibra,"Senior Enterprise Architect, Data Quality",New York City,Full Time,Senior-level,196000.0,"APIs,Big Data,Computer Science,Data quality,Engineering,Hadoop",",,,,",other
ClearBank,Head of Data Privacy,United Kingdom - Remote,Full Time,Executive-level,102000.0,"Agile,APIs,Banking,Crypto,FinTech,Privacy","Career development,Flex hours,Flex vacation,,",other
Visa,Sr. Data Engineer - ASM Analyst,"Bengaluru, India",Full Time,Senior-level,115000.0,"Agile,APIs,Big Data,Computer Science,Data Analytics,Data Mining","Startup environment,,,,",data engineer
Adevinta,Data Engineer - Team Data Discovery (f/m/x),"Paris, France",Full Time,Senior-level,115000.0,"Airflow,Ansible,APIs,Architecture,Athena,AWS","Flex hours,Team events,,,",data engineer
dentsu international,Modelling / Data Science - Sr. Analyst - Analyst,"Bengaluru, India",Full Time,Senior-level,55000.0,"Computer Science,Consulting,CX,EDA,Excel,Mathematics",",,,,",data scientist
Schonfeld,Senior Data Engineer,"New York City, United States",Full Time,Senior-level,205000.0,"Agile,AWS,Business Intelligence,Computer Science,DataOps,Data quality","Competitive pay,,,,",data engineer
Codete,Data & AI Engineer,Poland - Remote,Full Time,Senior-level,56000.0,"Agile,Architecture,Azure,Big Data,Databricks,Git","Career development,Conferences,Flex hours,Health care,Team events",other
Shift Technology,Data Scientist - English speaker (Remote),Brazil - Remote,Full Time,Entry-level,39000.0,"Chatbots,Computer Science,CX,Engineering,Machine Learning,NLP","Career development,Competitive pay,Equity,Flex hours,Flex vacation",data scientist
Kambi,Data Engineer,Stockholm,Full Time,Entry-level,59000.0,"Airflow,Engineering,Grafana,,,","Career development,Conferences,Team events,,",data engineer
Futurae,Software Developer / Data Analyst (Remote),Portugal - Remote,Full Time,Mid-level,62000.0,"Agile,Big Data,CI/CD,Data analysis,DevOps,Finance","Career development,Equity,Flat hierarchy,Gear,Signing bonus",data analyst
Dark Wolf Solutions,Software/Data Engineer,"Tampa, FL",Full Time,Senior-level,115000.0,"Architecture,Big Data,Computer Science,Data analysis,Data pipelines,Docker","Career development,,,,",data engineer
Foursquare,"Senior Manager, Data Science (Foursquare Labs, Inc., New York, NY)",New York,Full Time,Senior-level,153000.0,"Agile,Big Data,Computer Science,Data quality,Engineering,Machine Learning","Career development,Competitive pay,Equity,Health care,",data scientist
Aristotle,Data Engineer,"Provo, Utah, United States",Full Time,Mid-level,73000.0,"Computer Science,ETL,Excel,JavaScript,MS SQL,.NET","401(k) matching,Competitive pay,Equity,Gear,",data engineer
Frazer-Nash Consultancy,Senior Data Architect,"Burton upon Trent, England, United Kingdom",Full Time,Mid-level,65000.0,"Architecture,Data governance,Data quality,Data Warehousing,Engineering,Security","Competitive pay,Flex hours,Salary bonus,Startup environment,",data architect
Adevinta,Senior Data Engineer (d/f/m),"Berlin, Germany",Full Time,Senior-level,115000.0,"AWS,Big Data,Data strategy,GCP,Kafka,Microservices","Career development,Flex hours,Health care,Parental leave,Salary bonus",data engineer
Epic Creations Inc.,Senior Data Analyst,Remote,Full Time,Senior-level,140000.0,"A/B testing,Engineering,Looker,Mathematics,Metabase,Python","Career development,Flex vacation,Health care,Medical leave,Unlimited paid time off",data analyst
JFrog,Senior DevOps Data Engineer (DBA),NETANYA,Full Time,Senior-level,115000.0,"AWS,Azure,DevOps,GCP,Kubernetes,MongoDB",",,,,",data engineer
Cedar,Senior Data Scientist (Data Products),"New York City, United States",Full Time,Senior-level,178000.0,"Business Intelligence,Engineering,Healthcare technology,Looker,Machine Learning,ML models","Career development,Competitive pay,Equity,Flex vacation,Health care",data scientist
